candidate_id,pr_number,html_url,title,merged_month,change_type,primary_scope,project_scopes,architecture_shape,architectures,cross_component,cross_scope,affected_hardware_scope,affected_platforms,changed_files,churn,verification_test_assets,verification_methods,reproduction_confidence,reproduction_commands,workload_bucket,final_100_bucket_quota,candidate_300_bucket_quota
vllm-cpu-300-200,45180,https://github.com/vllm-project/vllm/pull/45180,[Bugfix] Add fetch_images to MistralCommonImageProcessor,2026-06,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,81,added,unit_test,high,pytest -v -s transformers_utils,bugfix | production_code | single_component,36,108
vllm-cpu-300-201,43495,https://github.com/vllm-project/vllm/pull/43495,[Bugfix] CohereModel.load_weights: skip modelopt _quantizer.* keys,2026-06,bugfix,production_code,production_code,multi_component,model_loading_layers;quantization,True,False,backend_specific,nvidia_cuda,1,6,none,integration_test,medium,".venv/bin/python -c ""from vllm.model_executor.models.commandr import CohereForCausalLM; assert CohereForCausalLM.hf_to_vllm_mapper.apply_list(['layers.0.mlp.down_proj.weight_quantizer._double_scale']) == []""",bugfix | production_code | multi_component,9,27
vllm-cpu-300-202,44383,https://github.com/vllm-project/vllm/pull/44383,[Bugfix] Fix --enable-prompt-tokens-details omitting zero cached tokens,2026-06,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,5,70,mixed,unit_test;end_to_end_test,medium,tests/entrypoints/openai/completion/test_completion.py::test_single_completion || tests/entrypoints/serve/disagg/test_generate_stream.py::test_stream_prompt_tokens_details_zero_cached,bugfix | production_code | single_component,36,108
vllm-cpu-300-203,43409,https://github.com/vllm-project/vllm/pull/43409,[CPU] Support CPU W4A16 INT4 MoE,2026-06,feature,production_code,production_code;tests;ci,multi_component,moe;quantization;device_platform,True,True,backend_specific,cpu,8,707,added,kernel_correctness;end_to_end_test,medium,pytest -x -v -s tests/kernels/moe/test_cpu_quant_fused_moe.py || pytest -x -v -s tests/quantization/test_cpu_wna16.py,feature | production_code | multi_component,7,21
vllm-cpu-300-204,44260,https://github.com/vllm-project/vllm/pull/44260,Add the QuantizedActivation linear-kernel contract,2026-06,feature,production_code,production_code;tests;ci,multi_component,quantization;kernels_operators,True,True,backend_specific,nvidia_cuda,13,354,added,unit_test,medium,pytest -v -s fusion/,feature | production_code | multi_component,7,21
vllm-cpu-300-205,42700,https://github.com/vllm-project/vllm/pull/42700,[Bugfix] Replace deprecated Qwen2VLImageProcessorFast with Qwen2VLImageProcessor,2026-06,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,6,none,integration_test;model_correctness,medium,"pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py || python -W error::DeprecationWarning -c ""from transformers.models.qwen2_vl import Qwen2VLImageProcessor; print('OK', Qwen2VLImageProcessor.__name__)""",bugfix | production_code | single_component,36,108
vllm-cpu-300-206,45489,https://github.com/vllm-project/vllm/pull/45489,[CI] Wait for SSL cert refresher events in the test,2026-06,test,tests,tests,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,44,modified,integration_test,high,pytest -v -s entrypoints/serve --ignore=entrypoints/serve/dev/rpc,test | tests | support_only,4,12
vllm-cpu-300-207,45460,https://github.com/vllm-project/vllm/pull/45460,[Bugfix] Return the tokenizer from maybe_make_thread_pool so it survives pickling,2026-06,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,29,added,unit_test,medium,pytest -v -s tokenizers_,bugfix | production_code | single_component,36,108
vllm-cpu-300-208,45468,https://github.com/vllm-project/vllm/pull/45468,[Bugfix] Reject structured outputs for diffusion decoders with a clear error,2026-06,bugfix,production_code,production_code;tests,single_component,sampling,False,True,backend_agnostic,backend_agnostic,2,67,added,unit_test,high,pytest -v -s v1/structured_output,bugfix | production_code | single_component,36,108
vllm-cpu-300-209,42726,https://github.com/vllm-project/vllm/pull/42726,[ZenCPU] Add zencpu Platform Runtime Logging and Docs,2026-06,feature,production_code,production_code;tests;documentation_examples,multi_component,device_platform;model_loading_layers;reliability_observability,True,True,backend_specific,cpu,6,111,added,unit_test;performance_benchmark,medium,"python -m pytest tests/model_executor/test_cpu_unquantized_gemm_dispatch.py -q || vllm serve Qwen/Qwen3-0.6B 2>&1 | grep ""AMD Zen CPU detected with zentorch installed""",feature | production_code | multi_component,7,21
vllm-cpu-300-210,43525,https://github.com/vllm-project/vllm/pull/43525,[Kernel] Support GLM-5 dimensions for TRT-LLM ragged MLA prefill,2026-06,feature,production_code,production_code;tests;documentation_examples;developer_tooling,single_component,attention,False,True,backend_specific,nvidia_cuda,10,277,modified,unit_test;kernel_correctness;build_install,medium,pytest tests/v1/attention/test_mla_prefill_selector.py::TestAutoSelectMLAPrefillBackend tests/v1/attention/test_mla_prefill_selector.py::TestBackendValidation::test_backend_supported_dimension_validation tests/v1/attention/test_mla_prefill_registry.py -v,feature | production_code | single_component,9,27
vllm-cpu-300-211,45848,https://github.com/vllm-project/vllm/pull/45848,[Rust Frontend] Add serde defaults for omit_defaults fields in `EngineCoreSamplingParams`,2026-06,bugfix,production_code,production_code;tests,single_component,engine,False,True,backend_agnostic,backend_agnostic,3,134,mixed,unit_test;integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,bugfix | production_code | single_component,36,108
vllm-cpu-300-212,45196,https://github.com/vllm-project/vllm/pull/45196,[Bugfix][Model] Validate DefaultModelLoader / LoadConfig and fail with clear errors,2026-06,bugfix,production_code,production_code;tests,single_component,model_loading_layers,False,True,backend_agnostic,backend_agnostic,5,115,added,unit_test,medium,"pytest tests/model_executor/model_loader/test_registry.py -k default_loader || pytest tests/test_config.py -k ""safetensors_load_strategy or load_format""",bugfix | production_code | single_component,36,108
vllm-cpu-300-213,39726,https://github.com/vllm-project/vllm/pull/39726,[SimpleCPUOffloadConnector]: Add support for reset_cache(),2026-06,feature,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_specific,cpu,3,260,added,unit_test,medium,pytest -v -s v1/simple_kv_offload,feature | production_code | single_component,9,27
vllm-cpu-300-214,45679,https://github.com/vllm-project/vllm/pull/45679,[Test][KV Connector] Add request_finished fence population tests for offloading scheduler,2026-06,test,tests,tests,support_only,support_only,False,False,backend_agnostic,backend_agnostic,2,311,mixed,unit_test,medium,pytest tests/v1/kv_connector/unit/offloading_connector/test_scheduler.py -v,test | tests | support_only,4,12
vllm-cpu-300-215,45708,https://github.com/vllm-project/vllm/pull/45708,[Tests] Add Qwen3 streaming parser delta boundary cases,2026-06,test,tests,tests,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,67,added,unit_test,high,pytest -v -s tool_parsers,test | tests | support_only,4,12
vllm-cpu-300-216,44446,https://github.com/vllm-project/vllm/pull/44446,[Model Runner V2] Migration to support quantized model by default [5/N],2026-06,feature,production_code,production_code;tests,single_component,worker_model_runner,False,True,backend_agnostic,backend_agnostic,2,5,modified,unit_test,high,tests/test_config.py::test_is_default_v2_model_runner_model,feature | production_code | single_component,9,27
vllm-cpu-300-217,45675,https://github.com/vllm-project/vllm/pull/45675,(security) Upgrade Starlette to >= 1.0.1 to fix CVE-2026-48710,2026-06,build,build,build,support_only,support_only,False,False,cross_backend,nvidia_cuda;amd_rocm;intel_xpu,4,147,none,static_check,high,pre-commit run --all-files --hook-stage manual,build | build | support_only,5,15
vllm-cpu-300-218,46025,https://github.com/vllm-project/vllm/pull/46025,fix(anthropic): auto-detect template support for mid-conversation system messages,2026-06,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,126,added,unit_test,medium,python -m pytest tests/entrypoints/anthropic/test_anthropic_messages_conversion.py::TestDetectMergeInlineSystem -v,bugfix | production_code | single_component,36,108
vllm-cpu-300-219,45371,https://github.com/vllm-project/vllm/pull/45371,[Bugfix][KV Connector] Disable Mooncake TP put-striding when DCP > 1,2026-06,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,2,95,added,unit_test,medium,pytest -v -s -m 'not cpu_test' v1/kv_connector/unit,bugfix | production_code | single_component,36,108
vllm-cpu-300-220,46159,https://github.com/vllm-project/vllm/pull/46159,[Bugfix][Parser] Fix U+FFFD leak at reasoning-to-content transition in engine parsers,2026-06,bugfix,production_code,production_code;tests,single_component,other,False,True,backend_agnostic,backend_agnostic,5,198,added,unit_test,medium,pytest -v -s parser,bugfix | production_code | single_component,36,108
vllm-cpu-300-221,46205,https://github.com/vllm-project/vllm/pull/46205,[KV Offload] Support packed HMA KV cache layout,2026-06,feature,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_specific,cpu,6,196,modified,unit_test;integration_test,medium,.venv/bin/python -m pytest tests/v1/core/test_contiguous_kv_packing.py tests/v1/simple_kv_offload/test_scheduler.py tests/v1/kv_connector/unit/offloading_connector/test_worker.py tests/v1/kv_offload/cpu/test_gpu_worker.py -q,feature | production_code | single_component,9,27
vllm-cpu-300-222,45080,https://github.com/vllm-project/vllm/pull/45080,[v1][kvconnector] DecodeBenchConnector: fill list/tuple (Mamba/KDA) KV caches,2026-06,bugfix,production_code,production_code,single_component,kv_cache_data_movement,False,False,backend_agnostic,backend_agnostic,1,111,none,unit_test,medium,tests/v1/kv_connector/unit/test_decode_bench_connector.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-223,45718,https://github.com/vllm-project/vllm/pull/45718,[Bugfix] Parse MiniMax M3 streaming reasoning by text markers,2026-06,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,424,mixed,unit_test,high,pytest -v -s reasoning --ignore=reasoning/test_seedoss_reasoning_parser.py --ignore=reasoning/test_glm4_moe_reasoning_parser.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-224,46517,https://github.com/vllm-project/vllm/pull/46517,[Docker] Remove redundant flashinfer download-cubin step,2026-06,performance,build,build,support_only,support_only,False,False,backend_specific,nvidia_cuda,1,7,none,build_install,high,.buildkite/image_build/image_build.sh $REGISTRY $REPO $BUILDKITE_COMMIT $BRANCH $IMAGE_TAG,performance | build | support_only,1,3
vllm-cpu-300-225,46308,https://github.com/vllm-project/vllm/pull/46308,[Bugfix][Frontend] Emit non-ASCII tool-call arguments without \uXXXX escapes,2026-06,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,6,84,added,unit_test,high,pytest -v -s tool_parsers,bugfix | production_code | single_component,36,108
vllm-cpu-300-226,46467,https://github.com/vllm-project/vllm/pull/46467,Fix duplicated logging when loading a corrupt or partial video,2026-06,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,12,none,unit_test,medium,pytest -v -s -m 'cpu_test' multimodal,bugfix | production_code | single_component,36,108
vllm-cpu-300-227,46363,https://github.com/vllm-project/vllm/pull/46363,[KV Offloading] Replace `bool|None` lookup return with LookupResult enum,2026-06,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_specific,cpu,14,495,mixed,unit_test;integration_test,medium,pytest -v tests/v1/kv_offload/cpu/test_manager.py tests/v1/kv_offload/tiering/test_tiering_offloading.py tests/v1/kv_connector/unit/offloading_connector/test_scheduler.py || pytest -v -s v1/kv_offload || pytest -v -s -m 'not cpu_test' v1/kv_connector/unit,bugfix | production_code | single_component,36,108
vllm-cpu-300-228,46518,https://github.com/vllm-project/vllm/pull/46518,[Kernel][MoE] Allow FlashInfer MXINT4 MoE for gated SiLU,2026-06,bugfix,production_code,production_code;tests,single_component,moe,False,True,backend_specific,nvidia_cuda,2,18,added,unit_test,medium,tests/kernels/moe/test_marlin_vs_trtllm_mxint4.py::test_trtllm_mxint4_activation_supports_vllm_gated_silu,bugfix | production_code | single_component,36,108
vllm-cpu-300-229,46595,https://github.com/vllm-project/vllm/pull/46595,[Bugfix][MooncakeStore] track resumed requests via scheduler's resumed_req_ids,2026-06,bugfix,production_code,production_code;tests,multi_component,kv_cache_data_movement;reliability_observability,True,True,backend_agnostic,backend_agnostic,3,88,mixed,unit_test,medium,.venv/bin/python -m pytest tests/v1/kv_connector/unit/test_mooncake_store_scheduler.py -q,bugfix | production_code | multi_component,9,27
vllm-cpu-300-230,44029,https://github.com/vllm-project/vllm/pull/44029,[CPU][Spec Decode] Enable DFlash SD for CPU,2026-06,feature,production_code,production_code;documentation_examples,multi_component,speculative_decoding;attention;worker_model_runner;model_implementation;kernels_operators,True,True,backend_specific,cpu,8,274,none,end_to_end_test;performance_benchmark,medium,"VLLM_TARGET_DEVICE=cpu VLLM_CPU_KVCACHE_SPACE=40 \
vllm serve meta-llama/Llama-3.1-8B-Instruct \
  --dtype bfloat16 \
  --enforce-eager \
  --no-enable-prefix-caching \
  --trust-remote-code \
  --speculative-config '{""method"": ""dflash"", ""model"": ""z-lab/LLaMA3.1-8B-Instruct-DFlash-UltraChat"", ""num_speculative_tokens"": 8}' || vllm bench serve \
  --dataset-name hf \
  --dataset-path philschmid/mt-bench \
  --max-concurrency 1 \
  --num-prompts 20 \
  --hf-output-len 128 \
  --model meta-llama/Llama-3.1-8B-Instruct \
  --temperature 0",feature | production_code | multi_component,7,21
vllm-cpu-300-231,46602,https://github.com/vllm-project/vllm/pull/46602,[Rust Frontend] Migrate gemma4 to unified parser,2026-06,feature,production_code,production_code;tests;benchmarks;build;developer_tooling,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,23,1394,mixed,unit_test;integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,feature | production_code | single_component,9,27
vllm-cpu-300-232,46706,https://github.com/vllm-project/vllm/pull/46706,Remove grok model arch from vllm,2026-06,other,production_code,production_code;tests;documentation_examples,multi_component,model_implementation;input_processing_multimodal;moe,True,True,backend_agnostic,backend_agnostic,13,1404,mixed,unit_test,medium,tests/models/test_registry.py::test_hf_registry_coverage,other | production_code | multi_component,1,3
vllm-cpu-300-233,46769,https://github.com/vllm-project/vllm/pull/46769,[CPU] Fix macOS/Apple Silicon hang by enabling OpenMP in the build,2026-06,bugfix,production_code,production_code;tests;ci;build;documentation_examples;developer_tooling,multi_component,attention;moe;quantization;kernels_operators,True,True,backend_specific,cpu,10,64,modified,build_install;end_to_end_test;kernel_correctness,high,"macos-m1-smoke-test (macos-15) || uv pip install -r requirements/build/cpu.txt --index-strategy unsafe-best-match || uv pip install -r requirements/cpu.txt --index-strategy unsafe-best-match || uv pip install -e . --no-build-isolation || VLLM_CPU_KVCACHE_SPACE=1 vllm serve Qwen/Qwen3-0.6B --max-model-len=2K --load-format=dummy --hf-overrides '{""num_hidden_layers"": 2}' --enforce-eager --port 8000",bugfix | production_code | multi_component,9,27
vllm-cpu-300-234,35232,https://github.com/vllm-project/vllm/pull/35232,[Build] Show error message when using ROCm with LTO and different compilers,2026-06,bugfix,build,build,support_only,support_only,False,False,backend_specific,amd_rocm,1,10,none,build_install,medium,bash .buildkite/scripts/ci-bake-rocm.sh test-rocm-ci-with-wheel || python -c 'import vllm._C',bugfix | build | support_only,1,3
vllm-cpu-300-235,44984,https://github.com/vllm-project/vllm/pull/44984,fix(docker): eliminate race conditions in shared buildkit cache mounts,2026-06,bugfix,build,build,support_only,support_only,False,False,cross_backend,nvidia_cuda;intel_xpu,3,14,none,build_install,medium,".buildkite/image_build/image_build.sh $REGISTRY $REPO $BUILDKITE_COMMIT $BRANCH $IMAGE_TAG || bash -lc '.buildkite/image_build/image_build_xpu.sh ""public.ecr.aws/q9t5s3a7"" ""vllm-ci-test-repo"" ""$BUILDKITE_COMMIT""'",bugfix | build | support_only,1,3
vllm-cpu-300-236,44551,https://github.com/vllm-project/vllm/pull/44551,fix: Correct reasoning-end detection for prompt history,2026-06,bugfix,production_code,production_code;tests;build,single_component,other,False,True,backend_specific,nvidia_cuda,4,646,added,unit_test,medium,pytest -v -s reasoning,bugfix | production_code | single_component,36,108
vllm-cpu-300-237,46775,https://github.com/vllm-project/vllm/pull/46775,[CLI] Add flag to print TTFT and TPS in `vllm chat`,2026-06,feature,production_code,production_code;documentation_examples,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,76,none,integration_test;end_to_end_test;performance_benchmark;manual,medium,"vllm complete --url http://localhost:9091/v1 --stats --quick ""once upon a time, there was"" || vllm chat --url http://localhost:9091/v1 --stats --quick ""hi, what's your name""",feature | production_code | single_component,9,27
vllm-cpu-300-238,47015,https://github.com/vllm-project/vllm/pull/47015,Fix transient dependency issues caused by `requirements/common.txt`,2026-06,build,tests,build;tests,support_only,support_only,False,True,cross_backend,cpu;nvidia_cuda;amd_rocm;intel_xpu,8,710,modified,build_install;unit_test,high,"docker build --file docker/Dockerfile.cpu --build-arg max_jobs=16 --build-arg buildkite_commit=""$BUILDKITE_COMMIT"" --build-arg VLLM_CPU_X86=true --tag ""$REGISTRY""/""$REPO"":""$BUILDKITE_COMMIT""-cpu --target vllm-test --progress plain . || pytest -v -s tool_parsers",build | tests | support_only,1,3
vllm-cpu-300-239,46777,https://github.com/vllm-project/vllm/pull/46777,[KVTransfer] MultiConnector: merge kv_transfer_params dicts across connectors,2026-06,bugfix,production_code,production_code,single_component,kv_cache_data_movement,False,False,backend_agnostic,backend_agnostic,1,15,none,integration_test;end_to_end_test;model_correctness,medium,.venv/bin/python -m pytest tests/v1/kv_connector/unit/test_nixl_simple_cpu_offload.py::test_request_finished_no_async_save -v,bugfix | production_code | single_component,36,108
vllm-cpu-300-240,46807,https://github.com/vllm-project/vllm/pull/46807,PD disagg with Mooncake Connector: GDN support (Qwen3.5) and MLA support (Deepseek-V4-Flash),2026-06,feature,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,7,838,mixed,unit_test;model_correctness;performance_benchmark,medium,pytest -v -s v1/kv_connector/unit/test_mooncake_connector_hybrid_mamba.py || pytest -v -s -m 'cpu_test' v1/kv_connector/unit,feature | production_code | single_component,9,27
vllm-cpu-300-241,47007,https://github.com/vllm-project/vllm/pull/47007,fix(security): bound tokenizer work when explicit truncation_side is set,2026-06,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,103,mixed,unit_test,high,pytest -v -s renderers,bugfix | production_code | single_component,36,108
vllm-cpu-300-242,47076,https://github.com/vllm-project/vllm/pull/47076,[Feature] DP supervisor using rust frontend,2026-06,feature,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,63,added,unit_test,medium,.venv/bin/python -m pytest tests/entrypoints/openai/test_dp_supervisor.py -v,feature | production_code | single_component,9,27
vllm-cpu-300-243,47138,https://github.com/vllm-project/vllm/pull/47138,[Bugfix][Tool Parser] PoolsideV1: fix logprobs AttributeError on Responses API,2026-06,bugfix,production_code,production_code;tests,single_component,other,False,True,backend_agnostic,backend_agnostic,2,39,mixed,unit_test,high,pytest -v -s tool_parsers,bugfix | production_code | single_component,36,108
vllm-cpu-300-244,47263,https://github.com/vllm-project/vllm/pull/47263,"[Model] Remove AyaVision, MusicFlamingo",2026-07,other,production_code,production_code;tests;documentation_examples,multi_component,model_implementation;input_processing_multimodal,True,True,backend_agnostic,backend_agnostic,12,1425,mixed,unit_test,medium,tests/models/test_registry.py,other | production_code | multi_component,1,3
vllm-cpu-300-245,47283,https://github.com/vllm-project/vllm/pull/47283,[Rust Frontend] Use enum-backed domain types for engine outputs and structured outputs,2026-07,refactor,production_code,production_code;tests,multi_component,engine;serving_api;sampling,True,True,backend_agnostic,backend_agnostic,16,1363,mixed,unit_test;integration_test,medium,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,refactor | production_code | multi_component,3,9
vllm-cpu-300-246,47554,https://github.com/vllm-project/vllm/pull/47554,[CI][AMD] Allow git operations on previously created work trees,2026-07,ci,ci,ci,support_only,support_only,False,False,backend_specific,amd_rocm,1,6,none,other,medium,"git -c ""safe.directory=${checkout}"" -C ""${checkout}"" rev-parse --is-inside-work-tree || git -c ""safe.directory=${checkout}"" -C ""${checkout}"" merge-base HEAD origin/main",ci | ci | support_only,5,15
vllm-cpu-300-247,47566,https://github.com/vllm-project/vllm/pull/47566,[Bugfix][Multimodal] Normalize direct PIL image inputs,2026-07,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,8,none,end_to_end_test,medium,pytest -v -s -m 'cpu_test' multimodal,bugfix | production_code | single_component,36,108
vllm-cpu-300-248,47155,https://github.com/vllm-project/vllm/pull/47155,[GLM4V] Avoid GLM4V processor init during startup metadata reads,2026-07,performance,production_code,production_code,single_component,model_implementation,False,False,backend_agnostic,backend_agnostic,1,75,none,performance_benchmark;model_correctness;manual,medium,pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py,performance | production_code | single_component,2,6
vllm-cpu-300-249,47529,https://github.com/vllm-project/vllm/pull/47529,[Frontend] Limit `SO_REUSEPORT` to multi-worker serving,2026-07,bugfix,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,3,19,none,integration_test;end_to_end_test,medium,pytest -v -s entrypoints/openai/test_multi_api_servers.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-250,47333,https://github.com/vllm-project/vllm/pull/47333,[Misc] Update request-extras parity for batch chat completion,2026-07,bugfix,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,2,6,none,integration_test,medium,python -m pytest tests/entrypoints/openai/chat_completion/test_chat_error.py -v,bugfix | production_code | single_component,36,108
vllm-cpu-300-251,47551,https://github.com/vllm-project/vllm/pull/47551,[CI] Bump `huggingface-hub` from `v1.10.2` to `v1.22.0`,2026-07,build,production_code,production_code;tests;ci;build,single_component,model_loading_layers,False,True,cross_backend,cpu;nvidia_cuda;amd_rocm;intel_xpu,25,94,modified,build_install;unit_test;integration_test;model_correctness,medium,uv pip install -r requirements/test/cpu.txt || pytest -v -s v1/structured_output || pytest -v -s -m 'cpu_test' v1/core || pytest -v -s tests/tokenizers_/test_hf.py,build | production_code | single_component,1,3
vllm-cpu-300-252,47538,https://github.com/vllm-project/vllm/pull/47538,[Performance][Hardware][RISC-V] Reduce LMUL pressure in INT4 LUT dequant,2026-07,performance,production_code,production_code,multi_component,kernels_operators;quantization,True,False,backend_specific,cpu,1,33,none,kernel_correctness;performance_benchmark;manual,high,"gcc -march=rv64gcv_zvfh_zvl256b -O2 -o test_lmul test_lmul.c && ./test_lmul || gcc -march=rv64gcv_zvfh_zvl128b -O2 -c -o /dev/null test_lmul.c && echo ""VLEN=128 OK""",performance | production_code | multi_component,2,6
vllm-cpu-300-253,47444,https://github.com/vllm-project/vllm/pull/47444,[Rust Frontend] Cache metric handles for scheduler & request stats,2026-07,performance,production_code,production_code;tests,single_component,reliability_observability,False,True,backend_agnostic,backend_agnostic,9,580,modified,unit_test;integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,performance | production_code | single_component,2,6
vllm-cpu-300-254,47091,https://github.com/vllm-project/vllm/pull/47091,[Bugfix] [Gemma4] Fix Gemma4 MTP draft model layers ignoring quant_config,2026-07,bugfix,production_code,production_code,multi_component,speculative_decoding;model_implementation;quantization,True,False,backend_agnostic,backend_agnostic,1,17,none,unit_test,medium,test_gemma4_mtp_quantization.py,bugfix | production_code | multi_component,9,27
vllm-cpu-300-255,46066,https://github.com/vllm-project/vllm/pull/46066,[Bugfix][Core] Fix num_output_placeholders underflow with async scheduling + spec decode,2026-07,bugfix,production_code,production_code;tests,single_component,scheduler,False,True,backend_agnostic,backend_agnostic,3,61,mixed,unit_test,medium,pytest -v -s -m 'cpu_test' v1/core,bugfix | production_code | single_component,36,108
vllm-cpu-300-256,46768,https://github.com/vllm-project/vllm/pull/46768,[Frontend] add per-request timing `metrics` field to response body of Chat/Completions APIs,2026-07,feature,production_code,production_code;tests;documentation_examples,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,12,569,modified,integration_test,medium,export VLLM_WORKER_MULTIPROC_METHOD=spawn || pytest -v -s entrypoints/openai --ignore=entrypoints/openai/completion --ignore=entrypoints/openai/chat_completion --ignore=entrypoints/openai/responses --ignore=entrypoints/openai/correctness || pytest -v -s entrypoints/openai/chat_completion || pytest -v -s entrypoints/openai/completion --ignore=entrypoints/openai/completion/test_tensorizer_entrypoint.py,feature | production_code | single_component,9,27
vllm-cpu-300-257,47148,https://github.com/vllm-project/vllm/pull/47148,[UX] Add `model_class_overrides` for  development and debugging,2026-07,feature,production_code,production_code;tests,multi_component,model_implementation;serving_api,True,True,backend_agnostic,backend_agnostic,3,70,added,unit_test,medium,pytest -v -s test_config.py,feature | production_code | multi_component,7,21
vllm-cpu-300-258,47834,https://github.com/vllm-project/vllm/pull/47834,fix: use configured max_logprobs instead of hardcoded 20 in derender validation,2026-07,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,17,modified,integration_test,high,pytest -v -s entrypoints/scale_out,bugfix | production_code | single_component,36,108
vllm-cpu-300-259,47318,https://github.com/vllm-project/vllm/pull/47318,[BugFix] Fix ModelOpt mixed-precision quantization for sparse `quantized_layers` configs.,2026-07,bugfix,production_code,production_code;tests,single_component,quantization,False,True,backend_agnostic,backend_agnostic,2,76,added,unit_test,high,pytest tests/quantization/test_modelopt.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-260,47725,https://github.com/vllm-project/vllm/pull/47725,[BugFix][LoRA] Refresh punica metadata when LoRA slots are reassigned under an unchanged mapping,2026-07,bugfix,production_code,production_code;tests,single_component,lora,False,True,backend_agnostic,backend_agnostic,2,57,added,unit_test,medium,pytest tests/lora/test_lora_manager.py::test_set_adapter_mapping_refreshes_after_slot_reassignment -v,bugfix | production_code | single_component,36,108
vllm-cpu-300-261,47897,https://github.com/vllm-project/vllm/pull/47897,[CI/Build] Accept ready-run-all-tests label in pre-commit gate,2026-07,ci,ci,ci,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,5,none,static_check,medium,pre-commit run --all-files --hook-stage manual,ci | ci | support_only,5,15
vllm-cpu-300-262,47888,https://github.com/vllm-project/vllm/pull/47888,[Bugfix] Avoid blocking model launching when no system ffmpeg available for TorchCodec,2026-07,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,2,23,none,integration_test,medium,pytest -v -s -m 'cpu_test' multimodal,bugfix | production_code | single_component,36,108
vllm-cpu-300-263,47744,https://github.com/vllm-project/vllm/pull/47744,[Core] Pass request context to CPU offload cache policy touch,2026-07,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_specific,cpu,5,45,added,unit_test,medium,pytest tests/v1/kv_offload/cpu/test_manager.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-264,47728,https://github.com/vllm-project/vllm/pull/47728,[Bugfix][V1] Free out-of-window blocks on the processed-token basis under async scheduling,2026-07,bugfix,production_code,production_code;tests,multi_component,scheduler;kv_cache_data_movement,True,True,backend_agnostic,backend_agnostic,14,692,mixed,end_to_end_test;manual,medium,pytest -q tests/v1/core/test_swa_inflight_window_free.py,bugfix | production_code | multi_component,9,27
vllm-cpu-300-265,42478,https://github.com/vllm-project/vllm/pull/42478,[Bugfix] Fix Qwen3-ASR transcription streaming postprocessing,2026-07,bugfix,production_code,production_code;tests,multi_component,serving_api;model_implementation,True,True,backend_agnostic,backend_agnostic,4,224,mixed,integration_test,medium,.venv/bin/python -m pytest tests/entrypoints/speech_to_text/transcription/test_qwen3_asr_sanitize_prompt.py tests/entrypoints/speech_to_text/transcription/test_transcription_inter_chunk_spacing.py -q,bugfix | production_code | multi_component,9,27
